symbol,name,raw_name,market,sector,theme,enabled,resolved,note
KRE,SPDR S&P Regional Banking ETF,SPDR S&P Regional Banking ETF,US,Thematic ETF,Bank,true,toss_verified,toss_verified_2026-07-16;theme_exposure=Bank
TM,토요타 모터(ADR),토요타 모터(ADR),US,Country Equity,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
HMC,혼다 모터스(ADR),혼다 모터스(ADR),US,Country Equity,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
SONY,소니(ADR),소니(ADR),US,Country Equity,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
MUFG,미쓰비시 UFJ 파이낸셜(ADR),미쓰비시 UFJ 파이낸셜(ADR),US,Country Equity,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
SMFG,스미토모 미쓰이 파이낸셜 그룹(ADR),스미토모 미쓰이 파이낸셜 그룹(ADR),US,Country Equity,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
MFG,미즈호 파이낸셜 그룹(ADR),미즈호 파이낸셜 그룹(ADR),US,Country Equity,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
TAK,다케다 파마슈티컬(ADR),다케다 파마슈티컬(ADR),US,Country Equity,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
NMR,노무라 홀딩스(ADR),노무라 홀딩스(ADR),US,Country Equity,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
IX,오릭스(ADR),오릭스(ADR),US,Country Equity,Country: Japan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Japan
INFY,인포시스(ADR),인포시스(ADR),US,Country Equity,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
WIT,위프로(ADR),위프로(ADR),US,Country Equity,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
HDB,HDFC 뱅크(ADR),HDFC 뱅크(ADR),US,Country Equity,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
IBN,ICICI 뱅크(ADR),ICICI 뱅크(ADR),US,Country Equity,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
RDY,닥터 레디스 래버러토리스(ADR),닥터 레디스 래버러토리스(ADR),US,Country Equity,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
WNS,WNS 홀딩스,WNS 홀딩스,US,Country Equity,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
MMYT,메이크마이트립,메이크마이트립,US,Country Equity,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
YTRA,야트라 온라인,야트라 온라인,US,Country Equity,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
SIFY,시피 테크놀로지스(ADR),시피 테크놀로지스(ADR),US,Country Equity,Country: India,true,toss_verified,toss_verified_2026-07-16;country_exposure=India
VFS,빈패스트,빈패스트,US,Country Equity,Country: Vietnam,true,toss_verified,toss_verified_2026-07-16;country_exposure=Vietnam
UMC,UMC(ADR),UMC(ADR),US,Country Equity,Country: Taiwan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Taiwan
ASX,ASE 테크놀로지 홀딩(ADR),ASE 테크놀로지 홀딩(ADR),US,Country Equity,Country: Taiwan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Taiwan
HIMX,하이맥스 테크놀로지스(ADR),하이맥스 테크놀로지스(ADR),US,Country Equity,Country: Taiwan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Taiwan
GIGM,기가미디어,기가미디어,US,Country Equity,Country: Taiwan,true,toss_verified,toss_verified_2026-07-16;country_exposure=Taiwan
TTE,토탈에너지스,토탈에너지스,US,Country Equity,Country: France,true,toss_verified,toss_verified_2026-07-16;country_exposure=France
SNY,사노피(ADR),사노피(ADR),US,Country Equity,Country: France,true,toss_verified,toss_verified_2026-07-16;country_exposure=France
DB,도이치뱅크,도이치뱅크,US,Country Equity,Country: Germany,true,toss_verified,toss_verified_2026-07-16;country_exposure=Germany
UL,유니레버(ADR),유니레버(ADR),US,Country Equity,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
BP,BP(ADR),BP(ADR),US,Country Equity,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
SHEL,쉘(ADR),쉘(ADR),US,Country Equity,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
LYG,로이즈 뱅킹 그룹(ADR),로이즈 뱅킹 그룹(ADR),US,Country Equity,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
GSK,글락소스미스클라인(ADR),글락소스미스클라인(ADR),US,Country Equity,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
NGG,내셔널 그리드(ADR),내셔널 그리드(ADR),US,Country Equity,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
RELX,릴렉스(ADR),릴렉스(ADR),US,Country Equity,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
DEO,디아지오(ADR),디아지오(ADR),US,Country Equity,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
PUK,푸르덴셜(ADR),푸르덴셜(ADR),US,Country Equity,Country: United Kingdom,true,toss_verified,toss_verified_2026-07-16;country_exposure=United_Kingdom
JD,징동닷컴(ADR),징동닷컴(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
PDD,핀둬둬(ADR),핀둬둬(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
LI,리 오토(ADR),리 오토(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
XPEV,샤오펑(ADR),샤오펑(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
YUMC,염 차이나 홀딩스,염 차이나 홀딩스,US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
TME,텐센트 뮤직 엔터테인먼트(ADR),텐센트 뮤직 엔터테인먼트(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
BILI,빌리빌리(ADR),빌리빌리(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
BEKE,KE 홀딩스(ADR),KE 홀딩스(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
ZTO,ZTO 익스프레스(ADR),ZTO 익스프레스(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
TAL,TAL 에듀케이션(ADR),TAL 에듀케이션(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
NTES,넷이즈(ADR),넷이즈(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
WB,웨이보(ADR),웨이보(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
FUTU,푸투 홀딩스(ADR),푸투 홀딩스(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
DDL,딩동 케이먼(ADR),딩동 케이먼(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
KC,킹소프트 클라우드 홀딩스(ADR),킹소프트 클라우드 홀딩스(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
GDS,GDS 홀딩스(ADR),GDS 홀딩스(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
TCOM,트립닷컴(ADR),트립닷컴(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
ATHM,오토홈(ADR),오토홈(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
TIGR,업 핀테크 홀딩스(ADR),업 핀테크 홀딩스(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
QFIN,치푸 테크놀로지(ADR),치푸 테크놀로지(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
VIPS,브이아이피숍 홀딩스(ADR),브이아이피숍 홀딩스(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
DOYU,도유 인터내셔널 홀딩스(ADR),도유 인터내셔널 홀딩스(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
EDU,뉴 오리엔탈 에듀케이션 앤 테크놀로지 그룹(ADR),뉴 오리엔탈 에듀케이션 앤 테크놀로지 그룹(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
GOTU,가오투 테크에듀(ADR),가오투 테크에듀(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
RLX,RLX 테크놀로지(ADR),RLX 테크놀로지(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
ZLAB,자이 랩(ADR),자이 랩(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
JKS,진코솔라 홀딩(ADR),진코솔라 홀딩(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
TUYA,투야(ADR),투야(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
MNSO,미니소(ADR),미니소(ADR),US,Country Equity,Country: China,true,toss_verified,toss_verified_2026-07-16;country_exposure=China
SE,씨(ADR),씨(ADR),US,Country Equity,Country: Singapore,true,toss_verified,toss_verified_2026-07-16;country_exposure=Singapore
GRAB,그랩 홀딩스,그랩 홀딩스,US,Country Equity,Country: Singapore,true,toss_verified,toss_verified_2026-07-16;country_exposure=Singapore
BHP,BHP 그룹(ADR),BHP 그룹(ADR),US,Country Equity,Country: Australia,true,toss_verified,toss_verified_2026-07-16;country_exposure=Australia
RIO,리오 틴토(ADR),리오 틴토(ADR),US,Country Equity,Country: Australia,true,toss_verified,toss_verified_2026-07-16;country_exposure=Australia
WDS,우드사이드 에너지 그룹(ADR),우드사이드 에너지 그룹(ADR),US,Country Equity,Country: Australia,true,toss_verified,toss_verified_2026-07-16;country_exposure=Australia
VALE,발리(ADR),발리(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
PBR,페트로브라스(ADR),페트로브라스(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
ITUB,이타우 우니방쿠 홀딩스(ADR),이타우 우니방쿠 홀딩스(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
BBD,방쿠 브라데스쿠 우선주(ADR),방쿠 브라데스쿠 우선주(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
ABEV,암베브(ADR),암베브(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
NU,누 홀딩스,누 홀딩스,US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
SID,시데루르지카 나시오나우(ADR),시데루르지카 나시오나우(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
BSBR,방코 산탄데르 브라질(ADR),방코 산탄데르 브라질(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
PAGS,파그세구로 디지털,파그세구로 디지털,US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
STNE,스톤코,스톤코,US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
CIG,이네르제치카 지 미나스 제라이스 우선주(ADR),이네르제치카 지 미나스 제라이스 우선주(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
GGB,제르다우(ADR),제르다우(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
TIMB,팀 브라질(ADR),팀 브라질(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
UGP,울트라파르(ADR),울트라파르(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
AZUL,AZUL(ADR),AZUL(ADR),US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
AFYA,아피야,아피야,US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
XP,XP,XP,US,Country Equity,Country: Brazil,true,toss_verified,toss_verified_2026-07-16;country_exposure=Brazil
FLSA,FLSA,FLSA,US,Country ETF,Country: Saudi Arabia,true,toss_verified,toss_verified_2026-07-16;country_exposure=Saudi_Arabia
TLK,텔콤 인도네시아(ADR),텔콤 인도네시아(ADR),US,Country Equity,Country: Indonesia,true,toss_verified,toss_verified_2026-07-16;country_exposure=Indonesia
RACE,페라리,페라리,US,Country Equity,Country: Italy,true,toss_verified,toss_verified_2026-07-16;country_exposure=Italy
SHOP,쇼피파이,쇼피파이,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
RY,로열 뱅크 오브 캐나다,로열 뱅크 오브 캐나다,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
TD,토론토 도미니언 뱅크,토론토 도미니언 뱅크,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
BMO,뱅크 오브 몬트리올,뱅크 오브 몬트리올,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
BNS,뱅크 오브 노바스코샤,뱅크 오브 노바스코샤,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
ENB,엔브리지,엔브리지,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
TRP,TC 에너지,TC 에너지,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
SU,선코어 에너지,선코어 에너지,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
CNQ,캐나디안 내추럴 리소시스,캐나디안 내추럴 리소시스,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
CNI,캐나디안 내셔널 레일웨이,캐나디안 내셔널 레일웨이,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
CP,캐나디안 퍼시픽 레일웨이,캐나디안 퍼시픽 레일웨이,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
BCE,BCE,BCE,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
CM,캐나디안 임페리얼 뱅크 오브 커머스,캐나디안 임페리얼 뱅크 오브 커머스,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
MFC,매뉴라이프 파이낸셜,매뉴라이프 파이낸셜,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
WCN,웨이스트 커넥션스,웨이스트 커넥션스,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
CCJ,카메코,카메코,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
NTR,뉴트리엔,뉴트리엔,US,Country Equity,Country: Canada,true,toss_verified,toss_verified_2026-07-16;country_exposure=Canada
